customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5118-46688,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),42.62,1138.38,No
1565-81229,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.72,611.92,Yes
7005-95802,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.36,2394.54,No
8226-34122,Female,0,No,Yes,38,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,42.91,1643.8,No
6890-51224,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),73.18,2740.3,No
5311-16331,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),49.27,1087.11,No
8736-97102,Male,0,No,No,40,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),20.51,754.75,No
9848-52262,Female,0,Yes,Yes,38,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.25,3620.36,No
3982-96314,Female,1,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),41.54,1321.08,No
7083-69592,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.35,2943.29,No
1556-43926,Male,0,No,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),62.39,246.97,Yes
4019-96287,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.44,4696.38,No
3580-27528,Female,1,No,No,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.37,3886.82,No
9146-10068,Male,0,No,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),19.43,497.76,Yes
9243-79253,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,94.28,2833.01,No
5019-90754,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),29.76,980.8,No
4138-53968,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.47,1478.11,No
1671-58623,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,34.1,741.76,No
1777-52129,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.19,2845.17,No
5927-71321,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.82,1846.84,Yes
4022-21526,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.42,793.97,Yes
2860-36709,Female,0,No,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,44.3,906.99,No
4139-25063,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,74.45,3145.3,No
2074-14723,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),36.13,1533.37,No
7763-14213,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,22.78,491.41,No
2986-32797,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,103.41,0.0,Yes
7327-94946,Female,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,82.62,3622.43,No
2046-98918,Female,1,No,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.39,3308.87,No
3176-55217,Female,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.55,1006.46,Yes
3338-78283,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.84,3085.68,No
1500-33655,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.98,2834.28,No
3233-87990,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.99,3266.4,No
5608-22587,Male,0,No,No,9,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),60.73,543.55,Yes
8234-32555,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.28,1081.83,No
8972-38071,Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,54.65,871.0,Yes
7610-30239,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),75.26,1252.48,No
1600-59151,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),54.51,2583.65,No
5284-12203,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,68.38,584.13,Yes
5483-23635,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,64.22,945.36,Yes
6901-62571,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,18.25,326.04,No
7129-11144,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.09,1790.13,No
2754-42699,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,40.77,1422.67,No
3464-94619,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,15.86,630.98,No
5482-22213,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,40.83,897.12,Yes
8400-26944,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.22,3296.27,No
7806-76723,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.66,3378.32,No
9643-78669,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65.01,1397.66,No
8396-78947,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.8,2645.86,No
8338-44457,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.48,3002.04,Yes
6241-45191,Female,0,No,Yes,52,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.52,4277.23,No
8394-82264,Female,0,Yes,Yes,32,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.02,2061.99,No
7437-67924,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.83,962.96,Yes
5695-43744,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),128.03,1553.13,Yes
3588-63424,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,41.84,1403.85,No
2782-98417,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.91,3245.5,No
6947-88337,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.8,2895.77,No
7594-86084,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.14,3736.88,No
4520-42886,Female,0,Yes,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.22,4677.57,No
4218-94963,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,69.89,2012.48,No
4757-10972,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),26.09,792.84,Yes
5016-16621,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.45,914.26,Yes
3837-59738,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,59.36,2050.85,No
7000-67694,Male,1,Yes,Yes,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.39,2208.23,No
8034-64777,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.04,1260.85,Yes
8309-24530,Female,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,2624.77,No
5239-17354,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.46,2043.67,No
5428-56529,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.7,377.0,Yes
5150-61714,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,26.75,492.37,Yes
2446-98759,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.61,3490.38,No
7468-51232,Male,0,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.96,2912.97,No
6790-62079,Male,0,No,No,24,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,13.56,284.04,No
5175-22550,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.13,2822.15,No
6080-98196,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,58.45,2723.97,No
1864-70385,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.62,1940.83,No
7860-74736,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,12.7,374.79,No
9663-40268,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),48.26,980.28,Yes
7217-14290,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),17.7,385.51,Yes
6672-65034,Male,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,96.05,4021.93,No
2502-40138,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),56.92,2268.47,No
5684-81982,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),44.02,1990.41,No
2410-23432,Male,1,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),36.48,1229.37,No
4770-77058,Female,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.13,1411.15,Yes
5659-68175,Male,1,No,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.4,2780.78,No
5001-43329,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.24,4072.46,No
4483-79076,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.73,3617.85,No
5562-22328,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.7,3684.41,No
1598-44247,Male,1,No,Yes,16,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.12,672.62,Yes
4041-16677,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.84,4217.7,No
9160-71810,Female,0,No,Yes,48,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),29.29,1348.96,No
7391-60357,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,19.99,473.29,No
8287-65812,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,21.51,720.28,No
1066-51616,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),114.44,1110.73,Yes
9123-71284,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,53.71,1976.32,No
3750-59741,Female,0,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),66.59,3394.73,No
9661-63478,Female,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.05,2819.71,Yes
7806-64056,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,90.79,2622.85,No
7429-55534,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),99.53,2451.81,Yes
9123-89056,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),55.62,909.94,Yes
2631-74162,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),92.22,4017.62,No
7452-54711,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.33,910.9,Yes
1774-32805,Male,1,No,No,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),120.64,943.93,Yes
7107-30143,Male,1,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.64,1963.73,No
8804-85828,Female,1,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),34.54,911.6,No
5019-72473,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.49,1109.84,Yes
1929-26017,Female,1,No,Yes,41,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,84.48,3388.72,No
4012-73202,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.97,932.84,No
6024-51423,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),43.77,1586.16,No
7264-51713,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.3,1437.47,No
8973-97856,Female,0,No,No,29,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,69.05,1983.6,No
5729-84310,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,111.6,972.69,Yes
8961-12205,Male,0,No,Yes,30,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.47,1723.39,No
3819-63266,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),35.22,745.47,Yes
7655-22342,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.33,2036.01,No
2184-79563,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.71,2395.71,No
9480-73190,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,98.5,3166.36,No
7343-91863,Male,1,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.42,2221.28,Yes
1527-31200,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,20.03,802.64,No
1916-17188,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,106.54,2693.01,No
4574-12808,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),63.83,2904.42,No
4319-23851,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,1567.03,Yes
2406-90890,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.42,3437.75,No
2241-74928,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.17,1590.8,No
6206-25058,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),57.92,1167.71,No
8249-24620,Female,0,No,No,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,20.05,678.0,No
4133-62755,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.55,879.2,Yes
1798-72995,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,72.32,2671.64,No
2523-46681,Female,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.91,3460.38,No
8209-74509,Female,0,No,No,29,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),93.26,2666.61,No
5928-93339,Female,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),35.33,1330.78,No
3888-77703,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.55,3431.39,No
3690-77680,Male,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.59,2193.0,No
5091-77703,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),37.61,1279.64,No
8282-52136,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.73,1283.88,No
7249-98456,Male,0,No,No,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.06,2078.44,Yes
1690-93086,Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,109.13,1274.64,Yes
9719-46343,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,19.27,836.68,No
2495-28254,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.46,675.7,Yes
1892-71273,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),55.38,1348.39,No
9578-69611,Female,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66.93,3067.79,No
6873-70002,Male,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.65,1135.91,No
5503-95683,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,57.21,2909.97,No
1897-22926,Female,1,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.7,3787.21,No
1710-74264,Male,0,No,No,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),106.41,4647.34,No
4695-99527,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.75,553.39,Yes
3686-37563,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),88.12,3209.84,No
8188-40688,Female,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.39,3529.58,No
6778-44130,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),29.28,1238.55,No
8768-10925,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),15.49,579.67,No
6013-61595,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,67.79,1847.52,No
5512-26321,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,66.93,2712.82,No
1415-20769,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,95.5,4746.14,No
5180-46748,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,38.35,1552.46,No
5262-50028,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.52,3300.34,No
3515-26151,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.6,1998.31,No
6640-86133,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.34,628.15,No
7616-44187,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54.71,1579.36,No
1992-53835,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),107.88,3742.11,No
5370-10059,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,33.38,1232.52,No
2773-95717,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),76.97,4346.95,No
4561-37235,Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),31.21,410.62,Yes
4816-77114,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.88,1267.86,No
7633-55366,Female,1,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.49,1358.03,Yes
2756-91583,Male,1,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),35.51,1426.39,No
3373-42160,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.82,2575.75,No
3576-15277,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.42,2245.81,No
5184-11780,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,54.43,1781.89,No
9899-56579,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.52,1754.77,No
3397-70750,Male,0,Yes,Yes,13,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.59,652.56,Yes
6969-66902,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,50.1,823.17,No
5535-90198,Female,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.9,1484.08,Yes
7883-42161,Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.29,1738.76,Yes
9127-54499,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.46,3069.77,No
1734-41886,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),37.14,1825.49,No
1632-18800,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),41.14,705.8,No
